brand,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price
Maruti,2019,6500,0,1,0,1,24.3,1248.0,88.5,5.0,13.664687668229691
Maruti,2013,90000,0,1,1,1,20.77,1248.0,88.76,7.0,13.38472764187182
Tata,2011,80000,0,1,1,2,11.57,2179.0,138.1,7.0,12.611537753638338
Honda,2019,7032,1,2,0,1,19.0,1199.0,88.76,5.0,13.565766324852886
Honda,2017,52000,1,0,0,1,12.0,2354.0,187.4,5.0,14.316285845876763
Hyundai,2012,20000,1,1,1,1,21.1,814.0,55.2,5.0,11.84939770159144
Skoda,2016,11000,1,0,0,1,14.3,1598.0,103.5,5.0,13.37700559577791
Hyundai,2020,20000,0,1,1,1,22.1,1396.0,88.7,5.0,13.864300722133706
Volvo,2019,20000,0,1,0,1,18.0,1969.0,190.0,5.0,15.150511624696614
Tata,2014,45000,0,1,1,1,19.1,1405.0,70.0,5.0,12.89921982609012
Maruti,2011,46000,1,1,1,2,19.7,796.0,46.3,5.0,12.180754837545884
Toyota,2017,35000,1,1,1,1,17.71,1197.0,78.9,5.0,13.215853720491667
Renault,2016,80000,0,1,1,2,19.64,1461.0,108.45,5.0,13.217673557208654
Maruti,2010,60000,1,1,1,2,17.5,1298.0,85.8,5.0,12.388394202324129
Ford,2015,135000,0,1,1,1,22.77,1498.0,98.59,5.0,13.304684934198283
Toyota,2018,20000,0,0,0,1,11.36,2755.0,171.5,8.0,14.403297222866392
Hyundai,2017,19000,1,1,1,1,17.19,1197.0,81.86,5.0,13.304684934198283
Hyundai,2010,120000,0,1,1,2,16.8,1493.0,110.0,5.0,12.644327576461329
Volvo,2019,20000,0,1,0,1,18.0,1969.0,190.0,5.0,15.150511624696614
Honda,2019,40000,0,1,0,1,23.8,1498.0,78.9,5.0,13.458835614025542
Mitsubishi,2016,120000,0,1,1,1,13.5,2477.0,175.56,7.0,14.48333993053993
Mahindra,2013,177000,0,1,1,1,15.1,2179.0,140.0,7.0,13.304684934198283
Maruti,2017,50000,1,1,1,1,23.1,998.0,67.04,5.0,12.84792653170257
Ford,2017,60000,0,1,1,1,22.77,1498.0,98.59,5.0,13.652991628466498
Mahindra,2017,35000,0,1,1,1,15.96,2523.0,62.1,7.0,13.592367006650065
Hyundai,2019,15000,1,1,1,1,18.9,1197.0,81.86,5.0,13.217673557208654
Force,2018,120000,0,1,1,2,17.0,2650.0,80.84,7.0,13.652991628466498
Honda,2007,140000,1,1,1,1,17.7,1497.0,78.0,5.0,12.254862809699606
Toyota,2013,39000,1,0,0,1,14.28,1798.0,138.03,5.0,13.345506928718539
Jeep,2019,14000,0,1,1,1,17.1,1956.0,170.0,5.0,14.430696197054507
Hyundai,2016,53000,0,0,1,1,22.54,1396.0,88.73,5.0,13.262125319779487
Tata,2017,35000,1,1,1,1,17.57,1193.0,88.7,5.0,12.89921982609012
Nissan,2011,110000,0,1,1,3,23.08,1461.0,63.1,5.0,12.254862809699606
Maruti,2019,32000,0,1,1,1,28.09,1248.0,88.5,5.0,13.840203170554645
Toyota,2015,110000,0,1,1,1,12.99,2494.0,100.6,7.0,13.715690222682063
Toyota,2017,25538,1,2,1,1,16.78,1496.0,88.73,5.0,13.345506928718539
Volkswagen,2018,15000,1,1,1,1,16.2,1199.0,74.0,5.0,13.304684934198283
Skoda,2014,77000,0,1,0,2,21.66,1498.0,103.6,5.0,12.89921982609012
Tata,2010,120000,0,1,1,4,13.93,2179.0,138.03,7.0,12.89921982609012
Hyundai,2017,70000,0,1,1,2,22.54,1396.0,88.73,5.0,13.262125319779487
Mahindra,2014,140000,0,1,1,1,14.0,2489.0,95.0,8.0,12.886641043883259
Maruti,2017,70000,0,1,1,1,27.39,1248.0,74.0,5.0,13.507625778194974
Maruti,2010,70000,0,1,1,3,19.383089105743082,1248.0,82.85,5.0,12.611537753638338
Maruti,2016,90000,0,1,1,1,24.3,1248.0,88.5,5.0,13.592367006650065
Hyundai,2017,15000,1,1,1,2,18.6,1197.0,81.83,5.0,13.253391639810733
Hyundai,2018,80000,0,1,1,1,25.4,1186.0,73.97,5.0,13.253391639810733
Mahindra,2017,40000,0,0,1,1,18.49,1493.0,100.0,7.0,13.493926933836812
Hyundai,2019,15000,1,1,1,1,17.0,1591.0,121.3,5.0,13.805460222110773
Tata,2013,120000,0,1,1,1,22.3,1248.0,74.0,5.0,11.695247021764184
Renault,2016,27500,1,1,1,1,25.17,799.0,53.3,5.0,12.644327576461329
Tata,2009,28900,1,1,1,2,0.0,1172.0,65.0,5.0,11.813030057420567
Mahindra,2013,49700,0,1,1,1,15.1,2179.0,140.0,7.0,13.764217263576723
Nissan,2017,21500,1,1,0,1,19.34,1198.0,76.0,5.0,13.235692062711331
Ford,2019,9500,1,1,1,1,18.16,1196.0,86.8,5.0,13.180632285528304
Skoda,2016,11000,1,0,0,1,14.3,1598.0,103.5,5.0,13.37700559577791
Maruti,2009,63000,1,1,1,3,19.383089105743082,1248.0,82.85,5.0,11.951180395901384
Jaguar,2017,9000,0,0,0,1,13.6,1999.0,177.0,5.0,14.780591454007862
Mercedes-Benz,2017,16000,1,0,0,1,14.74,1991.0,181.04,5.0,14.808762330974558
Maruti,2005,70000,1,1,1,2,17.3,993.0,60.0,5.0,11.002099841204238
BMW,2016,40000,0,1,0,1,18.12,1995.0,190.0,5.0,14.978661367769956
Maruti,2017,51146,0,1,1,1,24.3,1248.0,88.5,5.0,13.592367006650065
Jaguar,2017,9000,0,0,0,1,13.6,1999.0,177.0,5.0,14.780591454007862
Honda,2009,35000,1,1,1,1,17.0,1497.0,118.0,5.0,12.765688433465597
Maruti,2013,100000,0,1,1,1,23.4,1248.0,74.0,5.0,12.873902018105829
Maruti,2015,35000,1,1,1,2,22.74,796.0,47.3,5.0,12.100712129872347
Tata,2011,90000,0,1,1,2,25.0,1396.0,69.0,5.0,11.77528972943772
Toyota,2016,25000,0,1,1,2,13.68,2393.0,147.8,7.0,14.328334184392938
Mahindra,2013,70000,0,1,1,2,15.1,2179.0,140.0,7.0,13.527828485512494
Tata,2012,60000,0,1,1,1,25.0,1396.0,69.0,5.0,12.468436909997665
Maruti,2011,30000,1,1,1,1,19.0,998.0,66.1,5.0,12.757080058928997
Maruti,2017,80000,0,1,0,1,28.4,1248.0,74.02,5.0,13.458835614025542
Mahindra,2015,140000,0,1,1,1,16.0,2179.0,140.0,7.0,13.652991628466498
Renault,2012,67000,0,1,1,2,23.08,1461.0,63.12,5.0,12.487485104968359
Hyundai,2005,89500,1,1,1,1,19.383089105743082,1248.0,82.85,5.0,11.502875129116727
Hyundai,2012,51856,1,0,1,3,18.5,1197.0,80.0,5.0,12.676076274775909
Honda,2016,30000,0,1,1,2,27.3,1498.0,98.6,5.0,13.38472764187182
Lexus,2019,20000,1,0,0,1,22.37,2487.0,214.56,5.0,15.454507272639919
Maruti,2014,50000,0,1,1,1,19.383089105743082,1248.0,82.85,5.0,12.287652632522597
Tata,2007,129000,0,1,1,3,17.0,1405.0,70.0,5.0,11.409529684621988
Mercedes-Benz,2013,91500,0,0,0,1,10.0,2148.0,170.0,5.0,14.470436525704022
Tata,2017,89000,0,1,1,1,27.28,1047.0,69.0,5.0,13.017002861746503
Ford,2018,13000,1,1,1,1,20.4,1194.0,94.93,5.0,13.444446876573442
Hyundai,2012,83000,1,1,0,1,15.74,1591.0,121.3,5.0,13.071070083016778
Mahindra,2010,40000,0,1,1,1,19.383089105743082,1248.0,82.85,5.0,12.611537753638338
Tata,2012,35000,0,1,1,1,23.03,1396.0,69.0,5.0,12.464583340681674
Ford,2015,79000,0,1,1,2,25.83,1498.0,99.0,5.0,13.180632285528304
Hyundai,2012,43755,1,0,1,2,21.1,814.0,55.2,5.0,12.506177237980511
Mahindra,2019,13000,0,0,1,1,18.06,2523.0,63.0,7.0,13.698976741708323
Chevrolet,2015,50000,1,1,1,1,18.2,1199.0,82.4,5.0,12.765688433465597
Volkswagen,2010,100000,0,1,1,1,15.0,1896.0,105.0,5.0,12.89921982609012
Maruti,2013,60000,1,1,1,3,16.51,1586.0,103.2,5.0,12.594730635321957
Hyundai,2003,120000,1,1,1,3,19.383089105743082,1248.0,82.85,5.0,10.915088464214607
Maruti,2015,26500,1,1,1,1,22.74,796.0,47.3,5.0,12.429216196844383
Datsun,2020,10000,1,1,1,1,19.02,1198.0,67.05,5.0,13.017002861746503
Tata,2011,85000,0,1,1,2,18.0,1248.0,75.0,5.0,11.736069016284437
Hyundai,2019,2000,1,1,1,1,18.6,1197.0,81.86,5.0,13.321214236149494
Mahindra,2018,20000,1,1,1,1,18.15,1198.0,82.0,6.0,13.017002861746503
Honda,2016,56494,1,2,1,1,18.2,1199.0,88.7,5.0,13.217673557208654
Honda,2010,98000,1,1,1,3,17.0,1497.0,118.0,5.0,12.793859310432293
Mahindra,2015,77000,0,1,0,2,16.0,2179.0,140.0,7.0,13.9108207377686
Hyundai,2016,16500,1,1,1,1,18.6,1197.0,81.83,5.0,13.287877815881902
Maruti,2010,66000,1,1,1,2,19.0,998.0,66.1,5.0,12.013700752882718
Ford,2017,25000,1,1,1,1,18.12,1196.0,86.8,5.0,13.253391639810733
Hyundai,2013,42130,1,1,1,1,21.1,814.0,55.2,5.0,12.429216196844383
Ford,2012,60000,0,1,1,1,17.8,1399.0,67.0,5.0,12.706847933442663
Hyundai,2008,120000,1,1,1,2,14.2,1341.0,82.9,5.0,11.608235644774552
Tata,2011,80000,0,1,1,1,13.93,2179.0,138.0,7.0,12.611537753638338
Maruti,2017,120000,0,1,1,1,24.52,1248.0,88.5,7.0,13.58609739363647
Skoda,2013,77300,0,0,1,1,21.14,1498.0,103.52,5.0,13.071070083016778
Maruti,2012,100000,0,1,1,3,20.77,1248.0,88.76,7.0,12.89921982609012
Maruti,2018,25000,1,1,0,1,22.0,1197.0,81.8,5.0,13.369223455335854
Mitsubishi,2015,160000,0,1,1,2,13.5,2477.0,178.0,7.0,14.038654109278484
Tata,2012,120000,0,1,1,2,19.0,1405.0,71.0,5.0,11.813030057420567
Mahindra,2015,90000,0,1,1,1,15.4,2523.0,75.0,9.0,13.487006490992238
Ford,2016,120000,0,1,0,2,10.91,3198.0,197.0,7.0,14.639686000930624
Hyundai,2018,56000,1,1,1,1,18.9,1197.0,81.86,5.0,13.017002861746503
Tata,2017,53000,1,1,1,1,17.57,1193.0,88.7,5.0,12.89921982609012
Toyota,2002,275000,0,1,1,4,19.383089105743082,1248.0,82.85,5.0,12.254862809699606
Fiat,2009,55000,1,1,1,1,14.6,1368.0,88.7,5.0,11.918390573078392
Hyundai,2016,25000,1,1,1,1,17.01,1591.0,121.3,5.0,13.526494262499357
Renault,2019,5000,1,1,1,1,20.0,999.0,72.0,7.0,13.38472764187182
Maruti,2020,120000,1,1,1,2,21.63,998.0,67.0,5.0,12.429216196844383
Maruti,2017,20000,1,1,1,1,20.4,1197.0,81.8,5.0,13.122363377404328
Maruti,2011,90000,0,1,1,2,22.9,1248.0,74.0,5.0,12.834681304952548
Maruti,2015,50000,1,1,1,2,20.51,998.0,67.04,5.0,12.676076274775909
Maruti,2011,110000,1,1,1,1,18.9,998.0,67.1,5.0,12.185869938212655
Jeep,2017,17000,1,1,0,1,9.5,3604.0,280.0,5.0,15.226497531674536
Hyundai,2015,41000,1,1,1,1,18.6,1197.0,81.83,5.0,13.217673557208654
Toyota,2016,52000,0,0,0,1,12.55,2982.0,168.5,7.0,14.375126345899696
Tata,2017,80000,0,1,1,1,22.95,1248.0,74.0,5.0,13.038979594549872
Maruti,2014,60000,1,1,1,1,19.0,998.0,67.1,5.0,12.154779351142624
Hyundai,2011,116500,0,1,1,1,23.0,1396.0,90.0,5.0,12.765688433465597
Honda,2015,50000,0,1,1,2,26.0,1498.0,98.6,5.0,13.493926933836812
Ford,2014,130000,0,1,1,2,22.77,1498.0,98.59,5.0,13.122363377404328
Hyundai,2018,120000,1,1,1,1,18.9,1197.0,81.86,5.0,13.122363377404328
Maruti,2015,50000,1,1,1,1,20.4,1197.0,83.11,5.0,12.89921982609012
Maruti,2016,70000,0,1,1,1,24.3,1248.0,88.5,5.0,13.592367006650065
Maruti,2003,62000,1,1,1,1,16.1,796.0,37.0,4.0,10.645424897265505
Hyundai,2016,110000,1,1,1,1,21.1,814.0,55.2,5.0,12.429216196844383
Mahindra,2014,120000,0,1,1,1,12.05,2179.0,120.0,7.0,13.422467969854667
Hyundai,2018,60000,1,1,1,1,20.14,1197.0,81.86,5.0,13.122363377404328
Volkswagen,2011,66000,0,1,1,2,20.5,1598.0,105.0,5.0,12.706847933442663
Ford,2015,50000,0,1,1,1,22.77,1498.0,98.59,5.0,13.304684934198283
Mahindra,2017,90000,0,1,1,1,16.5,1493.0,70.0,7.0,13.42984807715229
Toyota,2011,90000,0,1,1,1,23.59,1364.0,67.1,5.0,12.765688433465597
Toyota,2012,100000,0,1,1,1,19.383089105743082,1248.0,82.85,5.0,12.66032791780777
Hyundai,2009,180000,0,1,1,1,13.6,1991.0,142.0,5.0,12.706847933442663
Renault,2014,123000,0,1,1,1,19.01,1461.0,108.45,5.0,12.89921982609012
Mahindra,2013,100000,0,1,1,2,15.96,2523.0,62.1,7.0,12.971540487669746
Mahindra,2014,103000,0,1,1,1,15.96,2523.0,62.1,7.0,13.217673557208654
Maruti,2005,100000,1,1,1,2,19.383089105743082,1248.0,82.85,5.0,11.695247021764184
Tata,2017,20000,1,1,1,1,23.84,1199.0,84.0,5.0,13.16158409055761
Maruti,2003,58000,1,1,1,1,16.1,796.0,37.0,4.0,10.714417768752456
Hyundai,2017,63309,0,0,1,1,19.67,1582.0,126.2,5.0,13.955272500339433
Mahindra,2015,58945,0,1,1,1,18.49,1493.0,100.0,7.0,13.458835614025542
Hyundai,2015,72000,0,1,1,1,22.54,1396.0,88.73,5.0,13.329377546788654
Volkswagen,2010,120000,1,1,1,2,14.3,1798.0,160.0,5.0,12.611537753638338
Hyundai,2013,80000,0,1,1,2,22.32,1582.0,126.32,5.0,13.038979594549872
Maruti,2011,120000,0,1,1,2,19.3,1248.0,73.9,5.0,12.765688433465597
Ford,2014,100000,0,1,1,2,19.68,1399.0,67.0,5.0,12.706847933442663
Maruti,2018,38817,0,0,1,1,27.39,1248.0,74.0,5.0,13.514405465180353
Datsun,2017,80000,1,1,1,1,22.7,799.0,53.0,5.0,12.345830240069793
Maruti,2007,90000,0,1,1,4,17.8,1248.0,75.0,5.0,12.128111104060462
Hyundai,2019,100000,1,1,1,1,20.14,1197.0,81.86,5.0,13.17115354157376
Maruti,2016,81000,0,0,1,2,28.09,1248.0,88.5,5.0,13.38472764187182
Jaguar,2017,45000,0,0,0,1,19.33,1999.0,177.0,5.0,14.978661367769956
BMW,2019,8500,0,0,0,1,16.78,1995.0,190.0,5.0,15.520258650202699
Maruti,2016,34500,1,1,1,1,20.51,998.0,67.04,5.0,12.834681304952548
Hyundai,2011,108000,0,1,1,1,22.32,1582.0,126.3,5.0,13.017002861746503
Tata,2013,80000,0,1,1,2,13.7,2179.0,138.1,7.0,13.122363377404328
Honda,2016,56494,1,2,1,1,18.2,1199.0,88.7,5.0,13.217673557208654
Tata,2015,110000,0,1,1,1,14.1,2179.0,147.94,7.0,13.128345449081877
Ford,2010,120000,1,1,1,3,15.6,1196.0,70.0,5.0,12.345830240069793
Hyundai,2017,25000,1,1,1,1,18.9,1197.0,82.0,5.0,13.142164043914272
Ford,2012,70000,0,1,1,2,20.0,1399.0,68.0,5.0,12.611537753638338
Mahindra,2016,100000,0,1,1,1,20.8,1461.0,64.1,5.0,13.527828485512494
Maruti,2018,52000,1,0,1,1,22.0,1197.0,81.8,5.0,13.321214236149494
Ford,2008,200185,1,1,1,1,16.6,1388.0,68.0,5.0,11.820410164718188
Hyundai,2013,25000,1,1,1,1,18.5,1197.0,82.85,5.0,12.84792653170257
Toyota,2013,120000,0,1,1,1,23.59,1364.0,67.06,5.0,12.691580461311874
Mahindra,2016,75000,0,1,0,3,16.0,2179.0,140.0,7.0,13.764217263576723
Nissan,2015,40000,1,1,1,1,13.24,1598.0,102.5,5.0,13.458835614025542
Maruti,2016,22947,1,1,1,1,20.4,1197.0,81.8,5.0,13.122363377404328
Maruti,2009,77000,1,0,1,2,21.79,998.0,67.05,5.0,12.128111104060462
Maruti,2018,47000,1,0,1,2,16.02,1373.0,93.7,7.0,13.560618308335483
Ford,2016,50478,1,1,1,1,15.85,1499.0,110.4,5.0,13.415032991367148
Maruti,2019,15000,0,1,1,2,28.4,1248.0,74.0,5.0,13.353475098367715
Ford,2015,63000,0,1,1,1,22.77,1498.0,98.59,5.0,13.304684934198283
Volkswagen,2016,50000,0,1,1,1,20.14,1498.0,88.7,5.0,13.235692062711331
Maruti,2004,70000,1,1,1,4,19.7,796.0,46.3,5.0,11.407564949312402
Maruti,2009,60000,1,1,1,3,17.5,1298.0,85.8,5.0,12.429216196844383
Hyundai,2018,20000,1,1,1,1,18.6,1197.0,81.83,5.0,13.39239051461739
Mahindra,2013,60000,0,1,1,2,15.1,2179.0,140.0,7.0,13.199324418540456
Volvo,2019,20000,0,1,0,1,18.0,1969.0,190.0,5.0,15.150511624696614
Tata,2012,80000,0,1,1,2,13.93,2179.0,138.1,7.0,12.611537753638338
Hyundai,2015,145000,0,1,1,1,22.7,1582.0,126.2,5.0,13.710150042306449
Mahindra,2016,100000,0,1,1,1,15.4,1997.0,120.0,7.0,13.9108207377686
Tata,2012,80000,0,1,1,1,21.02,1248.0,88.76,5.0,12.506177237980511
Tata,2015,110000,0,1,1,1,14.1,2179.0,147.94,7.0,13.128345449081877
Mercedes-Benz,2011,70000,0,1,0,1,14.21,2143.0,203.0,5.0,14.28551418721001
Maruti,2013,58343,1,2,1,1,21.79,998.0,67.05,5.0,12.323855681186558
Ford,2019,2600,0,1,1,1,23.0,1498.0,98.96,5.0,13.77468856344402
Mahindra,2020,5000,0,1,1,1,0.0,2523.0,70.0,2.0,13.428376406540833
Skoda,2007,100000,0,1,1,2,16.6,1896.0,122.4,5.0,12.429216196844383
Maruti,2007,70000,1,1,1,1,19.7,796.0,46.3,5.0,11.512925464970229
Mahindra,2011,239451,0,1,1,2,13.6,2523.0,63.0,7.0,12.84792653170257
Maruti,2016,65000,1,1,1,2,22.74,796.0,47.3,5.0,12.468436909997665
Volvo,2019,20000,0,1,0,1,18.0,1969.0,190.0,5.0,15.150511624696614
Hyundai,2015,160000,0,1,1,1,24.4,1120.0,71.01,5.0,12.834681304952548
Hyundai,2013,76460,0,1,1,1,22.32,1582.0,126.32,5.0,13.458835614025542
Ford,2010,48000,1,1,1,1,15.6,1196.0,70.0,5.0,12.429216196844383
Mahindra,2008,90000,0,1,1,1,13.6,2523.0,63.0,7.0,12.765688433465597
Mahindra,2016,35000,0,1,1,1,15.96,2523.0,62.1,7.0,13.487006490992238
Renault,2015,67303,0,0,1,1,20.45,1461.0,83.8,5.0,13.304684934198283
Maruti,2015,50000,0,1,1,1,26.59,1248.0,74.0,5.0,13.345506928718539
Chevrolet,2011,70000,1,1,1,1,18.0,995.0,62.0,5.0,12.013700752882718
Renault,2017,34000,0,0,1,1,21.04,1461.0,83.8,8.0,13.45166712454693
Hyundai,2015,50000,1,1,1,1,18.6,1197.0,81.83,5.0,13.081541382884074
Maruti,2017,55000,0,1,1,1,24.52,1248.0,88.5,7.0,13.592367006650065
Maruti,2016,131111,0,1,1,1,25.2,1248.0,74.0,5.0,13.296316684527767
Maruti,2011,73000,1,1,1,1,19.7,796.0,46.3,5.0,12.206072645530174
Chevrolet,2014,70000,0,1,1,2,13.58,2499.0,72.4,9.0,13.262125319779487
Ford,2017,40000,0,1,1,4,22.77,1498.0,98.59,5.0,13.345506928718539
Mahindra,1994,100000,0,1,1,2,19.383089105743082,1248.0,82.85,5.0,11.695247021764184
Maruti,2012,90000,0,1,1,3,19.3,1248.0,73.9,5.0,12.676076274775909
Hyundai,2007,70000,1,1,1,3,15.0,1086.0,66.6,5.0,11.082142548877775
Mitsubishi,1999,198000,0,1,1,2,14.8,1998.0,68.0,5.0,11.918390573078392
Renault,2019,12000,1,1,1,1,20.0,999.0,72.0,7.0,13.270783382522602
Honda,2014,33033,1,0,1,1,19.4,1198.0,86.8,5.0,12.721885810807203
Maruti,2019,5621,1,2,0,1,22.0,1197.0,81.8,5.0,13.38472764187182
Tata,2013,112011,0,1,1,1,13.93,2179.0,138.1,7.0,13.201174557828619
Ford,2011,70000,1,1,1,2,16.6,1388.0,68.0,5.0,12.206072645530174
Hyundai,2015,60000,1,1,1,2,21.1,814.0,55.2,5.0,12.542544882151386
Maruti,2017,20000,1,1,1,1,21.21,1197.0,81.8,5.0,13.217673557208654
Hyundai,2020,5000,1,1,0,1,20.7,1197.0,81.86,5.0,13.422467969854667
Ford,2015,70000,1,1,1,1,18.16,1196.0,86.8,5.0,13.017002861746503
Datsun,2017,20000,1,1,1,1,22.5,999.0,67.0,5.0,12.611537753638338
Ford,2011,180000,0,1,1,2,20.0,1399.0,68.0,5.0,11.77528972943772
Tata,2012,60000,0,1,1,1,22.3,1248.0,74.0,5.0,11.77528972943772
Maruti,2016,80000,1,1,1,1,20.51,998.0,67.04,5.0,12.765688433465597
Honda,2018,15000,1,1,1,1,17.8,1198.0,86.7,5.0,13.279367126213993
Nissan,2018,48000,0,1,1,1,19.87,1461.0,83.14,5.0,13.652991628466498
Mahindra,2018,26235,0,0,1,1,16.55,2498.0,105.0,6.0,13.710150042306449
BMW,2016,30000,0,0,0,1,22.69,1995.0,190.0,5.0,14.580978400103845
Maruti,2018,62000,0,1,1,1,28.4,1248.0,74.0,5.0,13.41652441595382
Maruti,2008,120000,0,1,1,1,17.8,1248.0,75.0,5.0,12.072541252905651
Toyota,2014,112000,0,1,1,2,12.99,2494.0,100.6,8.0,13.710150042306449
Volkswagen,2016,69000,1,0,0,1,17.2,1197.0,103.6,5.0,13.422467969854667
Chevrolet,2012,70000,0,1,1,2,25.44,936.0,57.6,5.0,12.206072645530174
Maruti,2016,32000,0,0,1,1,25.1,1248.0,88.5,5.0,13.444446876573442
Maruti,2014,70000,0,1,1,2,25.2,1248.0,74.0,5.0,13.060487973686241
Toyota,2014,80000,0,1,1,2,12.99,2494.0,100.6,8.0,13.721199878493033
Lexus,2019,20000,1,0,0,1,22.37,2487.0,214.56,5.0,15.454507272639919
Tata,2014,50700,0,1,1,1,19.09,1405.0,69.01,5.0,12.611537753638338
Maruti,2015,120000,0,1,1,2,26.21,1248.0,88.5,5.0,13.304684934198283
Honda,2019,7032,1,2,0,1,19.0,1199.0,88.76,5.0,13.565766324852886
Maruti,2014,50000,0,1,1,1,23.4,1248.0,74.0,5.0,13.102160670086809
Honda,2019,7032,1,2,0,1,19.0,1199.0,88.76,5.0,13.565766324852886
Mahindra,2011,110000,0,1,1,2,13.6,2523.0,63.0,7.0,12.821258284620408
Renault,2017,35000,1,1,1,2,25.17,799.0,53.3,5.0,12.765688433465597
Ford,2012,120000,0,1,1,1,23.5,1498.0,88.7,5.0,12.873902018105829
Mercedes-Benz,2018,18000,1,0,0,1,15.04,1991.0,183.0,5.0,14.75160391713461
Tata,2017,42000,1,1,1,1,23.84,1199.0,84.0,5.0,12.959844447906553
Hyundai,2016,56000,1,1,1,3,18.9,1197.0,82.0,5.0,13.122363377404328
Volkswagen,2016,40000,1,1,1,2,16.2,1199.0,74.0,5.0,12.86099861326992
Toyota,2017,120000,0,1,1,2,23.59,1364.0,67.04,5.0,13.38472764187182
Hyundai,2018,29000,0,1,1,1,24.0,1186.0,73.97,5.0,13.458835614025542
Mahindra,2009,120000,0,1,1,3,14.0,2498.0,112.0,8.0,11.9891596439666
Mahindra,2017,66953,0,1,1,1,16.0,2179.0,140.0,7.0,14.22097566607244
Hyundai,2016,58000,0,1,1,1,19.67,1582.0,126.2,5.0,13.652991628466498
Maruti,2016,40000,0,1,1,2,26.59,1248.0,74.0,5.0,13.17115354157376
Hyundai,2019,19500,1,0,1,1,20.3,1086.0,68.07,5.0,12.983099011217604
Maruti,2019,5621,1,2,0,1,22.0,1197.0,81.8,5.0,13.38472764187182
Mahindra,2012,100000,0,1,1,1,14.0,2523.0,75.0,8.0,13.017002861746503
Honda,2019,72000,0,1,1,1,25.5,1498.0,98.6,5.0,13.815510557964274
Maruti,2015,134000,0,1,1,1,25.2,1248.0,74.0,5.0,13.17115354157376
Chevrolet,2010,135000,0,1,1,3,18.3,1991.0,147.9,5.0,12.429216196844383
Honda,2017,15000,1,1,0,1,15.4,1497.0,117.3,7.0,13.764217263576723
Maruti,2011,60000,1,1,1,1,18.9,998.0,67.1,5.0,12.837344422372032
Maruti,2015,90000,0,1,1,1,20.77,1248.0,88.76,7.0,13.215853720491667
Maruti,2015,70000,0,1,1,1,20.77,1248.0,88.76,7.0,13.38472764187182
Maruti,2012,70000,1,1,1,2,18.5,1197.0,85.8,5.0,12.524526376648708
Mahindra,2014,200000,0,1,1,1,15.96,2523.0,62.1,9.0,13.17115354157376
Toyota,2009,242000,0,1,1,4,12.8,2494.0,102.0,7.0,13.38472764187182
Renault,2017,25000,1,1,1,1,23.01,999.0,67.0,5.0,12.793859310432293
Honda,2012,40000,1,1,1,2,16.8,1497.0,116.3,5.0,13.235692062711331
Mahindra,2015,70000,0,1,0,1,16.0,2179.0,140.0,7.0,13.9108207377686
Hyundai,2012,150000,0,1,1,3,22.32,1582.0,126.32,5.0,13.017002861746503
Maruti,2014,80000,1,1,1,2,23.95,998.0,67.05,5.0,12.2783933071098
Maruti,2015,60000,1,1,1,2,16.02,1373.0,93.7,7.0,12.955127458028414
BMW,2009,80000,0,0,0,2,22.48,1995.0,187.74,5.0,13.790192749979985
Ford,2015,90000,0,1,1,1,22.77,1498.0,98.59,5.0,13.304684934198283
Maruti,2007,80000,1,1,1,4,19.383089105743082,1248.0,82.85,5.0,11.918390573078392
Maruti,2010,35000,1,0,1,1,18.9,998.0,67.1,5.0,12.206072645530174
Audi,2010,55000,1,1,0,2,12.3,1781.0,163.2,5.0,13.500799813124575
Tata,2017,70000,0,1,1,1,19.09,1405.0,69.01,5.0,13.017002861746503
Maruti,2017,40000,1,1,1,2,23.1,998.0,67.04,5.0,12.959844447906553
Maruti,2009,105000,0,1,1,2,17.8,1248.0,75.0,5.0,12.429216196844383
Jaguar,2017,9000,0,0,0,1,13.6,1999.0,177.0,5.0,14.812828128480803
Maruti,2010,65000,1,1,1,2,19.0,998.0,66.1,5.0,12.206072645530174
Maruti,2013,105000,0,1,1,3,23.4,1248.0,74.0,5.0,13.081541382884074
Renault,2016,50000,0,1,1,1,19.87,1461.0,83.8,5.0,13.190022025878143
Mahindra,2007,99000,0,1,1,2,19.2,1461.0,65.0,5.0,12.072541252905651
Datsun,2016,42000,1,1,1,1,20.63,1198.0,67.0,5.0,11.918390573078392
Skoda,2011,145000,0,1,1,1,20.86,1199.0,75.0,5.0,12.736700896592344
Hyundai,2017,50000,1,1,1,1,18.9,1197.0,81.86,5.0,13.180632285528304
Maruti,2008,90000,0,1,1,2,19.383089105743082,1248.0,82.85,5.0,12.429216196844383
Hyundai,2013,110000,1,1,1,1,18.5,1197.0,82.85,5.0,12.676076274775909
Maruti,2017,30000,1,1,1,1,20.51,998.0,67.04,5.0,12.994530005894443
Maruti,2010,80000,1,1,1,1,19.7,796.0,46.3,5.0,12.154779351142624
Maruti,2011,139000,1,1,1,1,18.9,998.0,67.1,5.0,12.4130868149145
Tata,2010,120000,0,1,1,2,21.12,1248.0,88.8,5.0,11.918390573078392
Tata,2011,100000,0,1,1,1,19.1,1405.0,70.0,5.0,12.254862809699606
Maruti,2015,40000,1,1,1,1,20.51,998.0,67.04,5.0,12.873902018105829
Toyota,2016,68089,1,2,0,1,19.16,2494.0,157.7,5.0,14.508657738524219
